Dim,b,r,c,Time
2,2400,100,100,0.490023
2,2400,100,100,0.494565
2,2400,100,100,0.499882
2,2400,100,100,0.497215
2,2400,100,100,0.49755
2,2400,100,100,0.492384
2,2400,100,100,0.494761
2,2400,100,100,0.490723
2,2400,100,100,0.498213
2,2400,100,100,0.491001
2,2400,100,100,0.548989
2,2400,100,100,0.491315
2,2400,100,100,0.490633
2,2400,100,100,0.487754
2,2400,100,100,0.49343
2,2400,100,100,0.491605
2,2400,100,100,0.492384
2,2400,100,100,0.496937
2,2400,100,100,0.4918
2,2400,100,100,0.494375
2,2400,100,100,0.494395
2,2400,100,100,0.494532
2,2400,100,100,0.493524
2,2400,100,100,0.492872
2,2400,100,100,0.496853
2,2400,100,100,0.491297
2,2400,100,100,0.501578
2,2400,100,100,0.496537
2,2400,100,100,0.544926
2,2400,100,100,0.490529
2,2400,100,100,0.494368
2,2400,100,100,0.493833
2,2400,100,100,0.492881
2,2400,100,100,0.490608
2,2400,100,100,0.491652
2,2400,100,100,0.49128
2,2400,100,100,0.544371
2,2400,100,100,0.493368
2,2400,100,100,0.490793
2,2400,100,100,0.493298
2,2400,100,100,0.491946
2,2400,100,100,0.540851
2,2400,100,100,0.492969
2,2400,100,100,0.495187
2,2400,100,100,0.495659
2,2400,100,100,0.49671
2,2400,100,100,0.493328
2,2400,100,100,0.542453
2,2400,100,100,0.494085
2,2400,100,100,0.491706
2,2400,100,100,0.494766
2,2400,100,100,0.493258
2,2400,100,100,0.492102
2,2400,100,100,0.543371
2,2400,100,100,0.504401
3,2400,100,100,0.496478
3,2400,100,100,0.492992
3,2400,100,100,0.501225
3,2400,100,100,0.491652
3,2400,100,100,0.492339
3,2400,100,100,0.50325
3,2400,100,100,0.494535
3,2400,100,100,0.48955
3,2400,100,100,0.494906
3,2400,100,100,0.495904
3,2400,100,100,0.491349
3,2400,100,100,0.489242
3,2400,100,100,0.500863
3,2400,100,100,0.492645
3,2400,100,100,0.491449
3,2400,100,100,0.491967
3,2400,100,100,0.492794
3,2400,100,100,0.497296
3,2400,100,100,0.506295
3,2400,100,100,0.496959
3,2400,100,100,0.495755
3,2400,100,100,0.493487
3,2400,100,100,0.488908
3,2400,100,100,0.490272
3,2400,100,100,0.490894
3,2400,100,100,0.489687
3,2400,100,100,0.493661
3,2400,100,100,0.494587
3,2400,100,100,0.491276
3,2400,100,100,0.491595
3,2400,100,100,0.492633
3,2400,100,100,0.49265
3,2400,100,100,0.546736
3,2400,100,100,0.500569
3,2400,100,100,0.490569
3,2400,100,100,0.494428
3,2400,100,100,0.494725
3,2400,100,100,0.492654
3,2400,100,100,0.497723
3,2400,100,100,0.498737
3,2400,100,100,0.494026
3,2400,100,100,0.501888
3,2400,100,100,0.499677
3,2400,100,100,0.496835
3,2400,100,100,0.494612
3,2400,100,100,0.493135
3,2400,100,100,0.492532
3,2400,100,100,0.494847
3,2400,100,100,0.533834
3,2400,100,100,0.496721
3,2400,100,100,0.495597
3,2400,100,100,0.497988
3,2400,100,100,0.490273
3,2400,100,100,0.496563
3,2400,100,100,0.491089
3,2400,100,100,0.487287
3,2400,100,100,0.492871
3,2400,100,100,0.545218
3,2400,100,100,0.489371
3,2400,100,100,0.490746
3,2400,100,100,0.492519
3,2400,100,100,0.497452
3,2400,100,100,0.491693
3,2400,100,100,0.496651
3,2400,100,100,0.50445
3,2400,100,100,0.496325
3,2400,100,100,0.489856
3,2400,100,100,0.491888
3,2400,100,100,0.48771
3,2400,100,100,0.491141
3,2400,100,100,0.488094
3,2400,100,100,0.492338
3,2400,100,100,0.492332
3,2400,100,100,0.490167
3,2400,100,100,0.497584
3,2400,100,100,0.540366
3,2400,100,100,0.489676
3,2400,100,100,0.489549
3,2400,100,100,0.490259
3,2400,100,100,0.491753
3,2400,100,100,0.489605
3,2400,100,100,0.491803
3,2400,100,100,0.492455
3,2400,100,100,0.488565
3,2400,100,100,0.492987
3,2400,100,100,0.49205
3,2400,100,100,0.511934
3,2400,100,100,0.490053
3,2400,100,100,0.492706
3,2400,100,100,0.493125
3,2400,100,100,0.488493
3,2400,100,100,0.492307
3,2400,100,100,0.49393
3,2400,100,100,0.491599
3,2400,100,100,0.497399
3,2400,100,100,0.503593
3,2400,100,100,0.494716
3,2400,100,100,0.545765
3,2400,100,100,0.497825
3,2400,100,100,0.491042
