Dim,b,r,c,Time
3,2400,100,100,0.497548
3,2400,100,100,0.502682
3,2400,100,100,0.497057
3,2400,100,100,0.496679
3,2400,100,100,0.496493
3,2400,100,100,0.497733
3,2400,100,100,0.497872
3,2400,100,100,0.493078
3,2400,100,100,0.499117
3,2400,100,100,0.498001
3,2400,100,100,0.494895
3,2400,100,100,0.514152
3,2400,100,100,0.498512
3,2400,100,100,0.508514
3,2400,100,100,0.498843
3,2400,100,100,0.499177
3,2400,100,100,0.494202
3,2400,100,100,0.496885
3,2400,100,100,0.498659
3,2400,100,100,0.495172
3,2400,100,100,0.501964
3,2400,100,100,0.500144
3,2400,100,100,0.4979
3,2400,100,100,0.503878
3,2400,100,100,0.49611
3,2400,100,100,0.492853
3,2400,100,100,0.498479
3,2400,100,100,0.498465
3,2400,100,100,0.500555
3,2400,100,100,0.496514
3,2400,100,100,0.496206
3,2400,100,100,0.49761
3,2400,100,100,0.494226
3,2400,100,100,0.496177
3,2400,100,100,0.497893
3,2400,100,100,0.498896
3,2400,100,100,0.498297
3,2400,100,100,0.496312
3,2400,100,100,0.496596
3,2400,100,100,0.498172
3,2400,100,100,0.507715
3,2400,100,100,0.498532
3,2400,100,100,0.498673
3,2400,100,100,0.499531
3,2400,100,100,0.499102
3,2400,100,100,0.502098
3,2400,100,100,0.546796
3,2400,100,100,0.496786
3,2400,100,100,0.499198
3,2400,100,100,0.498567
3,2400,100,100,0.495471
3,2400,100,100,0.496835
3,2400,100,100,0.548575
3,2400,100,100,0.50185
3,2400,100,100,0.493057
3,2400,100,100,0.495969
3,2400,100,100,0.4965
3,2400,100,100,0.499038
