Dim,b,r,c,Time
1,1200,200,100,0.492069
1,1200,200,100,0.494311
1,1200,200,100,0.497204
1,1200,200,100,0.489981
1,1200,200,100,0.489679
1,1200,200,100,0.492648
1,1200,200,100,0.495002
1,1200,200,100,0.492849
1,1200,200,100,0.496824
1,1200,200,100,0.491199
1,1200,200,100,0.491659
1,1200,200,100,0.490031
1,1200,200,100,0.508736
1,1200,200,100,0.497027
1,1200,200,100,0.491129
1,1200,200,100,0.496461
1,1200,200,100,0.495339
1,1200,200,100,0.492038
1,1200,200,100,0.49216
1,1200,200,100,0.495743
1,1200,200,100,0.559111
1,1200,200,100,0.50326
1,1200,200,100,0.488952
1,1200,200,100,0.493904
1,1200,200,100,0.495671
1,1200,200,100,0.491467
1,1200,200,100,0.493153
1,1200,200,100,0.492701
2,1200,200,100,0.492133
2,1200,200,100,0.495123
2,1200,200,100,0.495356
2,1200,200,100,0.496698
2,1200,200,100,0.493324
2,1200,200,100,0.490729
2,1200,200,100,0.496319
2,1200,200,100,0.497274
2,1200,200,100,0.499174
2,1200,200,100,0.496405
2,1200,200,100,0.495527
2,1200,200,100,0.496888
2,1200,200,100,0.489756
2,1200,200,100,0.497365
2,1200,200,100,0.49351
2,1200,200,100,0.496535
2,1200,200,100,0.493477
2,1200,200,100,0.493261
2,1200,200,100,0.491433
2,1200,200,100,0.488853
2,1200,200,100,0.491379
2,1200,200,100,0.495448
2,1200,200,100,0.491371
2,1200,200,100,0.490232
2,1200,200,100,0.496616
2,1200,200,100,0.494834
2,1200,200,100,0.493634
2,1200,200,100,0.493401
2,1200,200,100,0.495587
2,1200,200,100,0.497358
2,1200,200,100,0.490884
2,1200,200,100,0.488725
2,1200,200,100,0.494739
2,1200,200,100,0.494181
2,1200,200,100,0.496853
2,1200,200,100,0.49275
2,1200,200,100,0.495781
2,1200,200,100,0.504176
2,1200,200,100,0.493045
2,1200,200,100,0.492901
2,1200,200,100,0.492186
2,1200,200,100,0.503146
2,1200,200,100,0.491829
2,1200,200,100,0.496863
2,1200,200,100,0.49024
2,1200,200,100,0.492587
2,1200,200,100,0.495932
2,1200,200,100,0.495921
2,1200,200,100,0.492249
2,1200,200,100,0.49471
2,1200,200,100,0.49489
2,1200,200,100,0.495686
2,1200,200,100,0.498949
2,1200,200,100,0.493441
2,1200,200,100,0.492267
2,1200,200,100,0.49476
2,1200,200,100,0.49085
2,1200,200,100,0.490512
2,1200,200,100,0.503996
2,1200,200,100,0.490312
2,1200,200,100,0.493445
2,1200,200,100,0.493075
2,1200,200,100,0.49449
2,1200,200,100,0.487918
2,1200,200,100,0.500806
2,1200,200,100,0.497597
2,1200,200,100,0.4935
2,1200,200,100,0.506073
2,1200,200,100,0.492549
2,1200,200,100,0.511537
2,1200,200,100,0.49745
2,1200,200,100,0.493755
2,1200,200,100,0.492746
2,1200,200,100,0.492042
2,1200,200,100,0.491794
2,1200,200,100,0.493625
2,1200,200,100,0.490439
2,1200,200,100,0.497193
2,1200,200,100,0.494811
2,1200,200,100,0.493648
2,1200,200,100,0.491013
2,1200,200,100,0.492319
2,1200,200,100,0.498578
2,1200,200,100,0.495892
2,1200,200,100,0.490712
2,1200,200,100,0.497044
2,1200,200,100,0.492461
2,1200,200,100,0.494698
2,1200,200,100,0.493953
2,1200,200,100,0.489647
2,1200,200,100,0.493303
2,1200,200,100,0.496516
2,1200,200,100,0.492898
2,1200,200,100,0.496322
2,1200,200,100,0.492555
2,1200,200,100,0.497176
2,1200,200,100,0.495028
2,1200,200,100,0.495446
2,1200,200,100,0.490588
2,1200,200,100,0.497511
3,1200,200,100,0.49204
3,1200,200,100,0.492874
3,1200,200,100,0.492334
3,1200,200,100,0.492294
3,1200,200,100,0.5212
3,1200,200,100,0.490183
3,1200,200,100,0.49143
3,1200,200,100,0.491842
3,1200,200,100,0.496008
3,1200,200,100,0.496427
3,1200,200,100,0.491092
3,1200,200,100,0.509393
3,1200,200,100,0.491541
3,1200,200,100,0.494781
3,1200,200,100,0.494847
3,1200,200,100,0.496379
3,1200,200,100,0.521562
3,1200,200,100,0.502886
3,1200,200,100,0.501829
3,1200,200,100,0.509326
3,1200,200,100,0.497371
3,1200,200,100,0.489189
3,1200,200,100,0.499262
3,1200,200,100,0.547938
3,1200,200,100,0.489973
3,1200,200,100,0.495741
3,1200,200,100,0.493662
3,1200,200,100,0.494618
3,1200,200,100,0.498757
3,1200,200,100,0.498188
3,1200,200,100,0.492893
3,1200,200,100,0.493014
3,1200,200,100,0.499844
3,1200,200,100,0.492187
3,1200,200,100,0.49626
3,1200,200,100,0.493979
3,1200,200,100,0.493166
3,1200,200,100,0.491322
3,1200,200,100,0.494845
3,1200,200,100,0.491765
3,1200,200,100,0.492119
3,1200,200,100,0.49199
3,1200,200,100,0.544158
3,1200,200,100,0.491992
3,1200,200,100,0.494937
3,1200,200,100,0.491954
3,1200,200,100,0.549954
3,1200,200,100,0.493226
3,1200,200,100,0.494306
3,1200,200,100,0.493072
3,1200,200,100,0.490618
3,1200,200,100,0.496791
3,1200,200,100,0.498392
3,1200,200,100,0.488826
3,1200,200,100,0.494368
3,1200,200,100,0.493408
3,1200,200,100,0.491874
3,1200,200,100,0.490416
3,1200,200,100,0.496615
3,1200,200,100,0.492342
3,1200,200,100,0.492424
3,1200,200,100,0.495671
3,1200,200,100,0.491862
3,1200,200,100,0.514299
3,1200,200,100,0.491811
3,1200,200,100,0.497532
3,1200,200,100,0.494273
3,1200,200,100,0.528235
3,1200,200,100,0.493188
3,1200,200,100,0.524523
3,1200,200,100,0.491046
3,1200,200,100,0.492635
3,1200,200,100,0.490211
3,1200,200,100,0.491027
3,1200,200,100,0.492049
3,1200,200,100,0.49724
3,1200,200,100,0.542538
3,1200,200,100,0.494974
3,1200,200,100,0.495426
3,1200,200,100,0.496089
3,1200,200,100,0.493041
3,1200,200,100,0.497382
3,1200,200,100,0.491256
3,1200,200,100,0.499904
3,1200,200,100,0.495976
3,1200,200,100,0.495869
3,1200,200,100,0.495281
3,1200,200,100,0.493293
3,1200,200,100,0.48864
3,1200,200,100,0.488072
3,1200,200,100,0.501919
3,1200,200,100,0.495586
3,1200,200,100,0.497475
3,1200,200,100,0.547174
3,1200,200,100,0.493305
3,1200,200,100,0.496988
3,1200,200,100,0.492422
3,1200,200,100,0.489686
3,1200,200,100,0.494489
3,1200,200,100,0.49277
